company_id,name,website,firms
d62e835c-fa64-43d5-9bb1-bdf11beecd44,TScan Therapeutics *,https://www.tscan.com,GV
c189bfb2-19c8-4673-98f9-aebb83f33a70,Beam Therapeutics *,http://beamtx.com,GV
ab81dced-0fe1-4c48-8122-37269f1404c9,Udacity *,http://udacity.com,GV
76324187-d2d7-439f-9a0c-4c0979359590,The Climate Corporation *,http://climate.com,GV
b165bd38-7c0e-42b6-92d5-ccec6033a656,Lovevery,http://lovevery.com,GV
763c24b3-90ce-4a70-b5c3-0cc31ea70890,Aspen Neuroscience,aspenneuroscience.com,GV
e75e326a-5d4a-4f43-b7bf-bb113165f2e1,Ideaya Biosciences,http://ideayabio.com,GV
06948599-473c-4ca0-a231-c06e73b63116,Bounti,https://www.bounti.ai,GV
bf88e5ae-7610-4941-a3bd-405b12219620,IonQ *,http://ionq.co,GV
7b554e6e-64b3-4310-b367-7525ae14e97c,MessageMe *,http://messageme.com,GV
64d91006-7561-4bca-9dc6-f0b5eb743a4a,PACT Pharma,http://pactpharma.com,GV
3eb9a502-ac47-4101-9a95-3b8a3682c571,VIDA *,http://shopvida.com,GV
6b112a08-2310-4bf0-baf5-60c1212224b4,99 Counties,http://99counties.com,GV
2838f9ec-4f44-4eb0-8cce-9cd5eba06e6b,UJET,http://ujet.co,GV
000aa052-6222-4231-8d5f-1be21729e816,Wonderbly *,http://wonderbly.com,GV
f29b78ee-7f78-4e1e-9371-ad653e6206ca,ZappRx *,http://zapprx.com,GV
a393acb2-f7e4-400f-924d-c0a7bc268f79,Delphia Therapeutics,https://www.delphiatx.com,GV
0f244370-19a3-47b9-9b3b-ecc7832de750,Infinitus,http://infinitus.ai,GV
06ed9cd4-74c5-4d2f-8ee5-4e0b2b1a62e4,Hustle,http://hustle.com,GV
ddfadf89-a3d2-4c56-8431-d316c47accbd,Rockbot,http://rockbot.com,GV
3c8b805e-b16b-4b13-b67d-417ebe14df33,Digit,http://digit.co,GV
1d717c8f-d41c-4b3d-af69-698ed3e90f56,Yesware *,http://yesware.com,GV
2db2202d-3406-4b63-976b-b2a2b6388a57,Yieldmo,http://yieldmo.com,GV
35db3ff4-a27a-4bd2-b4ef-0d563d4621b9,Viz.ai,http://viz.ai,GV
fad6e404-a9a1-472c-991d-a4c79d3c6e19,OMass Therapeutics,http://omass.com,GV
a413eecd-c126-4d60-94fd-fad870b855b3,PostHog,http://posthog.com,GV; Y Combinator
7845d1dc-72a6-41e5-8ef9-0a7112207147,Comanche Biopharma,https://comanchebiopharma.com,GV
dcbcfe97-b1d9-4a81-9ba6-04f8a72a22fd,Parabilis Medicines *,https://parabilismed.com,GV
73dad007-6714-4336-9dbb-0a513ed9a7d1,Abacus *,http://abacus.com,GV
3b4da68d-d9da-445d-a516-8a6a6b8a2b95,Waltz Health *,http://waltzhealth.com,GV
92a3a12a-f707-4981-93b6-b0e6d0568a42,Kabam *,http://kabam.com,GV
0f716971-34d7-4dcb-954f-ac04f319a4bd,Dialpad,http://dialpad.com,GV
0d9e44ea-7f67-40c5-9847-740122f3f859,Mill,https://www.mill.com,GV
0635c0a4-ae40-42ef-bd82-bddec949175a,myLaurel,https://www.mylaurelhealth.com,GV
b2cdf052-f27c-495f-90cc-ba8e8ab19977,LawPivot *,http://lawpivot.com,GV
9f40d52c-2afa-4df5-954b-c5051654a39b,LedgerX *,http://ledgerx.com,GV
fc33d7a6-4175-4fe9-8ea9-b058fc6b9c0f,Gate Bioscience,https://www.gatebio.com,GV
83f646e8-bd8c-424b-a0b1-7ebb10ee3bf5,Confide *,http://www.getconfide.com,GV
f7a13090-f713-49b8-8103-6298b737b608,Aledade,https://aledade.com,GV
8d479eae-47ea-45d6-8b39-a22b0d5fe8a4,Watch Club,https://watchclubtv.com,GV
7b2146c3-0084-4f26-b4a8-d986146e8153,Firefly,http://fireflyon.com,GV
066aea00-a247-40a8-9c1c-f808fc29249d,DocuSign *,http://docusign.com,GV
9ce0be9d-da2b-40be-9725-d622cb73f3d8,Wingu *,http://wingu.com,GV
d53205a5-32f5-4f93-9825-b70d3a11e4ef,Accent Therapeutics,http://accenttx.com,GV
9489dc23-9d24-4626-b9e6-7ce03e9e2d3a,Segment *,http://segment.io,GV
fc8f2ba6-45cf-4aeb-88cc-c1ccc7ba1111,TuneIn,http://tunein.com,GV
43039a95-e557-4819-a6ed-43b6d7ce053f,Framed *,http://framed.io,GV
bc37e8b1-ba4d-489c-9a55-cfde318a86bd,Buena,https://buena.com,GV
e8cbc349-6f80-4cc7-9076-78faec6f42b8,Flock Freight,http://flockfreight.com,GV
949586b4-bed0-451a-ad17-16a03fe28dad,Blacksmith,https://www.blacksmith.sh/,GV
c629eda3-0c1a-4b82-a292-ac2298ae41d6,HomeLight,http://homelight.com,GV
3651413a-4a1e-4b64-b935-749a9977947c,Evelo Biosciences *,http://evelobio.com,GV
34d8c3ec-cd20-4054-bee6-9f90b486543a,URX *,http://urx.com,GV
ee3ce64f-8e62-49a4-9e26-aa42629178a7,Lapse,http://lapse.app,GV
48529f48-6192-44b5-ba40-3ae377ab944e,AngelList,http://angel.co,GV
403f5b65-de48-4b31-b66d-83e4b612fd2e,Rani Therapeutics *,http://ranitherapeutics.com,GV
1f307737-f80b-4e59-b7f2-9de7e06238cc,Synapticure,http://synapticure.com,GV
390e116e-5c75-4815-b7df-aa902e6df00c,Anomali,http://anomali.com,GV
0b47d64a-e964-46d3-aa29-bf23e12dd4c6,Uber *,http://uber.com,GV
e3da18bd-d303-4cc2-8706-68535560bccf,Openbay,https://app.openbay.com/,GV
f3fee9b0-b0d8-4a6c-a666-68e20de99304,Determined AI *,https://developer.hpe.com/platform/determined-ai/home/,GV
1c1f5409-5458-415c-8207-42d4e5126ee8,Vocode,https://www.vocode.dev,GV
24b3812f-d045-4553-b24d-70aaa4ac2886,PatientPing *,http://patientping.com,GV
c82adad7-a6a8-40a0-a1bb-6fcde496f4ed,Cognosys *,https://cohere.com,GV
03f25934-19b3-4b2c-9737-d78f1f7daeac,Gyft *,http://gyft.com,GV
bfd4ba49-ff61-4cfe-82d6-1e5f02f93a8d,Encoded Therapeutics,http://encoded.com,GV
6b565c6b-ed74-43f7-8a01-576a6c7dfc14,Collaborate *,http://collaborate.com,GV
863e0e54-a184-4ab1-8efd-f8d512d647f6,Diverge Health,https://divergecares.com,GV
fb7495f1-bc01-42df-a7cc-398f9a0ac11a,Nothing,https://www.nothing.tech,GV
e0a7668e-9b4c-4bb1-8517-dece705b8a95,Highfive,http://highfive.com,GV
d92f4d4d-1ecd-4e8a-90fd-454bf18b213e,Kronos Bio *,http://kronosbio.com,GV
cf0ec48c-0c27-4fcc-866c-d82ccbb497d0,Nimble,https://www.nimble.com/,GV
e9bc1b50-4173-4e4f-93e0-77b09b310c7d,CyberGRX,http://cybergrx.com,GV
5d2c74e5-b307-4161-b193-0ec122fb8e28,Kobalt,https://kobaltmusic.com,GV
571d9d4f-c6a2-48aa-ad81-72aa790b06f4,dope.security,https://dope.security,GV
c6ffedad-df92-40a5-8288-349b561638ea,Optiwatt,getoptiwatt.com,GV
1761d238-695d-457d-b3e7-2e93bee3c0ce,Pangea,https://pangea.cloud,GV
865c39c9-4310-42a6-9dce-4713696426c5,Benson Hill *,http://bensonhill.com,GV
fc362fb6-0bfa-4567-a125-28327b918f3a,Turo,http://turo.com,GV
088d96c8-f970-4cc0-ae8d-36d4876d6c70,Cool Planet,https://www.coolplanet.io,GV
cc047026-2878-4de6-9d72-d1f6d6385a2d,Genie AI,https://www.genieai.co,GV
25bec436-cd58-4b51-89f2-9aaa83e59122,MindSumo,http://mindsumo.com,GV
6ec0084b-9fd3-4a6d-99d5-10e3f964eac4,Plexxi *,http://plexxi.com,GV
37caecd9-b78b-436e-ad18-21910d8940aa,SQZ Biotech,http://sqzbiotech.com,GV
dd2b4269-4538-4821-88f1-1a3bfcdc8d92,LendUp,http://lendup.com,GV
7ec6eb8e-2145-426a-93e6-87f2a419dff1,Autolus *,http://autolus.com,GV
